class_index,label_name,title,description,text,char_count,word_count
4,Sci/Tech,Cash Bounties For Spammers Win Limited FTC Backing,"The Federal Trade Commission yesterday gave limited endorsement to offering cash rewards to people who help track down e-mail spammers, suggesting that such bounties might work but in fewer ","Cash Bounties For Spammers Win Limited FTC Backing The Federal Trade Commission yesterday gave limited endorsement to offering cash rewards to people who help track down e-mail spammers, suggesting that such bounties might work but in fewer",240,37
4,Sci/Tech,"Sony to Release PC with TV Tuners, Huge Hard Drive",Sony said yesterday that it has built a desktop computer with 1 TB of data storage and seven analog television tuners. The PC will be able to record a week #39;s worth of programming on six channels at the same time.,"Sony to Release PC with TV Tuners, Huge Hard Drive Sony said yesterday that it has built a desktop computer with 1 TB of data storage and seven analog television tuners. The PC will be able to record a week #39;s worth of programming on six channels at the same time.",267,51
1,World,Turkey on Chirac-Schroeder agenda,"President Jacques Chirac and Chancellor Gerhard Schroeder will discuss Turkey #39;s EU membership bid on Tuesday as strong advocates of entry talks, but analysts say questions remain on their stance due to domestic opposition.","Turkey on Chirac-Schroeder agenda President Jacques Chirac and Chancellor Gerhard Schroeder will discuss Turkey #39;s EU membership bid on Tuesday as strong advocates of entry talks, but analysts say questions remain on their stance due to domestic opposition.",260,38
1,World,Colombia Says Rebels Planned to Kill Bush,A top official in Colombia says the country #39;s largest Marxist rebel group targeted President Bush for assassination when he visited Cartagena this past week.,Colombia Says Rebels Planned to Kill Bush A top official in Colombia says the country #39;s largest Marxist rebel group targeted President Bush for assassination when he visited Cartagena this past week.,203,32
4,Sci/Tech,UK gives open source the go-ahead,"This week, UK government agencies got the go-ahead to use Linux and other open source products in a report published by the UK Office of Government Commerce (OGC).","UK gives open source the go-ahead This week, UK government agencies got the go-ahead to use Linux and other open source products in a report published by the UK Office of Government Commerce (OGC).",197,34
4,Sci/Tech,Australian Prime Minister Admits Funding Pre-Election  #39;Spam #39; &lt;b&gt;...&lt;/b&gt;,Prime Minister John Howard came under fire Friday for bankrolling a pre-election e-mail campaign carried out by a company run by his son.,Australian Prime Minister Admits Funding Pre-Election  #39;Spam #39; &lt;b&gt;...&lt;/b&gt; Prime Minister John Howard came under fire Friday for bankrolling a pre-election e-mail campaign carried out by a company run by his son.,229,32
4,Sci/Tech,Yahoo Working On New Design,"Yahoo unveiled new versions of its Front Page and My Yahoo, showcasing enhancements in design and functionality to both. Beta versions of both pages will be rolled out on a phased basis beginning today.","Yahoo Working On New Design Yahoo unveiled new versions of its Front Page and My Yahoo, showcasing enhancements in design and functionality to both. Beta versions of both pages will be rolled out on a phased basis beginning today.",230,39
4,Sci/Tech,British Cities Become Wildlife Safe Havens (Reuters),"Reuters - Britain's town and cities have become\key survival safe havens for the country's endangered wildlife,\according to a new survey published on Thursday.","British Cities Become Wildlife Safe Havens (Reuters) Reuters - Britain's town and cities have become key survival safe havens for the country's endangered wildlife, according to a new survey published on Thursday.",213,32
4,Sci/Tech,Pioneer Eyes 510GB Optical Discs,Discs would offer 100 times the capacity of today's DVDs--but when will they be available?,Pioneer Eyes 510GB Optical Discs Discs would offer 100 times the capacity of today's DVDs--but when will they be available?,123,20
2,Sports,Tennis Replay System Not Coming Anytime Soon,"While all the buzz at the rainy US Open is about the need for instant replay, don #39;t hold your breath. Replay won #39;t be coming to an umpire chair near you anytime soon.","Tennis Replay System Not Coming Anytime Soon While all the buzz at the rainy US Open is about the need for instant replay, don #39;t hold your breath. Replay won #39;t be coming to an umpire chair near you anytime soon.",219,41
4,Sci/Tech,VoIP picks up momentum,The number of U.S. Internet telephony subscribers is expected to surge to 1 million by the end of 2004.,VoIP picks up momentum The number of U.S. Internet telephony subscribers is expected to surge to 1 million by the end of 2004.,126,23
3,Business,"Alitalia Tells Unions of Plan to Lay Off 5,000 Workers","Alitalia, the Italian government-run airline and a partner with Delta and Air France in the SkyTeam alliance, told its unions on Monday that it planned to lay off about 5,000 ","Alitalia Tells Unions of Plan to Lay Off 5,000 Workers Alitalia, the Italian government-run airline and a partner with Delta and Air France in the SkyTeam alliance, told its unions on Monday that it planned to lay off about 5,000",229,40
4,Sci/Tech,Review: a Flat Panel That's Also Deep (AP),"AP - Three-dimensional movies at home, without the silly glasses, have been a science-fiction dream for at least as long as Dick Tracy's wristwatch cell phone and the household robot.","Review: a Flat Panel That's Also Deep (AP) AP - Three-dimensional movies at home, without the silly glasses, have been a science-fiction dream for at least as long as Dick Tracy's wristwatch cell phone and the household robot.",226,38
3,Business,"Optus, Vodafone to share wireless network",Singapore Telecommunications Ltd and Vodafone Group Plc have agreed to build a high-speed wireless phone network in Australia through their local ,"Optus, Vodafone to share wireless network Singapore Telecommunications Ltd and Vodafone Group Plc have agreed to build a high-speed wireless phone network in Australia through their local",187,27
2,Sports,Gators defense finally closes one out,"After letting several teams come back to win, Florida holds off FSU in the final minutes. By ANTONYA ENGLISH, Times Staff Writer. TALLAHASSEE - It had gained a reputation as a defense that would fold and collapse ","Gators defense finally closes one out After letting several teams come back to win, Florida holds off FSU in the final minutes. By ANTONYA ENGLISH, Times Staff Writer. TALLAHASSEE - It had gained a reputation as a defense that would fold and collapse",250,43
2,Sports,NBA Game Summary - Detroit At Miami,"Little Rock, AR -- Dwyane Wade scored 20 points, including eight in the decisive third quarter, to lead the Miami Heat to an 83-74 win over the Detroit Pistons, 83-74, in preseason action.","NBA Game Summary - Detroit At Miami Little Rock, AR -- Dwyane Wade scored 20 points, including eight in the decisive third quarter, to lead the Miami Heat to an 83-74 win over the Detroit Pistons, 83-74, in preseason action.",224,40
3,Business,Fed speakers reinforce view for rising US interest rates,"CHICAGO (CBS.MW) - The dollar turned mixed, paring broad gains earned Thursday in the wake of US jobless claims data that reinforced expectations for rising US interest rates.","Fed speakers reinforce view for rising US interest rates CHICAGO (CBS.MW) - The dollar turned mixed, paring broad gains earned Thursday in the wake of US jobless claims data that reinforced expectations for rising US interest rates.",232,37
2,Sports,Henrik set for emotional return,"Former Celtic striker Henrik Larsson say he is fit to play in tomorrow #39;s Champions League tie at Parkhead. There were chaotic scenes earlier this afternoon as Larsson, and his Barcelona team-mates arrived in Glasgow ahead of the game.","Henrik set for emotional return Former Celtic striker Henrik Larsson say he is fit to play in tomorrow #39;s Champions League tie at Parkhead. There were chaotic scenes earlier this afternoon as Larsson, and his Barcelona team-mates arrived in Glasgow ahead of the game.",270,44
4,Sci/Tech,Alternative Medicine Slips Into the Mainstream,"By Holly VanScoy, HealthDay Reporter    Doctors are combining time-honored therapies with conventional treatments     HealthDayNews -- In medical circles, what was once considered either old-fashioned or ""far out"" is getting another look. And sometimes that new look can bring about different ways to treat diseases and conditions...","Alternative Medicine Slips Into the Mainstream By Holly VanScoy, HealthDay Reporter    Doctors are combining time-honored therapies with conventional treatments     HealthDayNews -- In medical circles, what was once considered either old-fashioned or ""far out"" is getting another look. And sometimes that new look can bring about different ways to treat diseases and conditions...",380,52
1,World,Samarra peaceful after US blitz,Life returns slowly to normal in the battered Iraqi city after a huge US-led operation to wrest control from insurgents.,Samarra peaceful after US blitz Life returns slowly to normal in the battered Iraqi city after a huge US-led operation to wrest control from insurgents.,152,25
2,Sports,Carter and Jets Ready to Step Into the Unknown,He was the walking insurance policy the Jets did not want to cash and perhaps the one player his teammates hoped would never see extended time on the field.,Carter and Jets Ready to Step Into the Unknown He was the walking insurance policy the Jets did not want to cash and perhaps the one player his teammates hoped would never see extended time on the field.,203,38
3,Business,Gold Eyes New Highs (Reuters),"Reuters - Gold broke to new 16-1/4-year highs\above  #36;450.00 an ounce on Thursday, before pausing as players\began to eye the next big target of  #36;455, traders said.","Gold Eyes New Highs (Reuters) Reuters - Gold broke to new 16-1/4-year highs above  #36;450.00 an ounce on Thursday, before pausing as players began to eye the next big target of  #36;455, traders said.",201,34
4,Sci/Tech,Mad Muppets top cult science poll,"Dr Bunsen Honeydew and his indestructible lab assistant, Beaker, are the UK's favourite TV boffins.","Mad Muppets top cult science poll Dr Bunsen Honeydew and his indestructible lab assistant, Beaker, are the UK's favourite TV boffins.",133,21
4,Sci/Tech,Grokster teams with P2P radio,File-swapping company Grokster is teaming up with newcomer Mercora to distribute an advanced streaming radio service to the peer-to-peer crowd.,Grokster teams with P2P radio File-swapping company Grokster is teaming up with newcomer Mercora to distribute an advanced streaming radio service to the peer-to-peer crowd.,173,25
3,Business,Disney #39;s Latest Drama: \$200 Mln Courtroom Battle,The trial of a lawsuit by Walt Disney Co. shareholders who accuse the board of directors of rubberstamping a deal to hire Michael Ovitz ,Disney #39;s Latest Drama:  $200 Mln Courtroom Battle The trial of a lawsuit by Walt Disney Co. shareholders who accuse the board of directors of rubberstamping a deal to hire Michael Ovitz,189,32
4,Sci/Tech,Asian farmers sucking the continent dry,"The world is on the verge of a water crisis as people fight over ever dwindling supplies, experts told the Stockholm Water Symposium.","Asian farmers sucking the continent dry The world is on the verge of a water crisis as people fight over ever dwindling supplies, experts told the Stockholm Water Symposium.",173,29
4,Sci/Tech,A Common Language for Penguins,"In its campaign to discredit Linux, the main rival to its Windows operating system, Microsoft (MSFT ) once published a witty print advertisement in Germany that showed four penguins standing in a row.","A Common Language for Penguins In its campaign to discredit Linux, the main rival to its Windows operating system, Microsoft (MSFT ) once published a witty print advertisement in Germany that showed four penguins standing in a row.",231,38
2,Sports,"Funding, interest up","Although Paralympic sports have been integrated with the Olympic movement in countries such as Canada, Germany and Great Britain for some time, Paralympic athletes #39; roles in the USA still are growing.","Funding, interest up Although Paralympic sports have been integrated with the Olympic movement in countries such as Canada, Germany and Great Britain for some time, Paralympic athletes #39; roles in the USA still are growing.",225,35
1,World,"Privacy Act, Order Shielded U.S. Names on List","CIA analyst Charles A. Duelfer's report on Iraq's weapons programs included lists of governments, political parties, companies and individuals from at least 44 nations who received vouchers to buy oil -- both legally and otherwise -- from the Iraqi government during Saddam Hussein's reign.","Privacy Act, Order Shielded U.S. Names on List CIA analyst Charles A. Duelfer's report on Iraq's weapons programs included lists of governments, political parties, companies and individuals from at least 44 nations who received vouchers to buy oil -- both legally and otherwise -- from the Iraqi government during Saddam Hussein's reign.",337,52
3,Business,Merck stops \$2.5 bn painkiller,"Those taking Vioxx are twice as prone to cardiac problems than patients taking a placebo. Shares in Merck, the US pharmaceuticals giant, plunged by 27 per cent yesterday after the company withdrew Vioxx, its ","Merck stops  $2.5 bn painkiller Those taking Vioxx are twice as prone to cardiac problems than patients taking a placebo. Shares in Merck, the US pharmaceuticals giant, plunged by 27 per cent yesterday after the company withdrew Vioxx, its",239,39
4,Sci/Tech,Cisco and Fujitsu Team on High-End Routers,"Cisco Systems and Fujitsu will partner to develop high-end routers and switches for use in advanced IP networks. Initally, Fujitsu will offer co-branded products running Cisco #39;s IOS-XR operating ","Cisco and Fujitsu Team on High-End Routers Cisco Systems and Fujitsu will partner to develop high-end routers and switches for use in advanced IP networks. Initally, Fujitsu will offer co-branded products running Cisco #39;s IOS-XR operating",241,36
4,Sci/Tech,Mobile cashpoints coming soon,Bank customers may soon be able to check their balances on mobile phone screens in an initiative from the Link cash machine network and Morse.,Mobile cashpoints coming soon Bank customers may soon be able to check their balances on mobile phone screens in an initiative from the Link cash machine network and Morse.,172,29
1,World,Car bomb attacks kill 28 in Egypt,At least 28 people were killed and scores injured when car bombs exploded at resorts packed with Israeli holidaymakers on the Red Sea coast of Egypt #39;s Sinai desert in attacks Israel blamed on Al Qaeda.,Car bomb attacks kill 28 in Egypt At least 28 people were killed and scores injured when car bombs exploded at resorts packed with Israeli holidaymakers on the Red Sea coast of Egypt #39;s Sinai desert in attacks Israel blamed on Al Qaeda.,239,43
2,Sports,Two Powerlifters Test Positive For Banned Substances,"_ Two powerlifters from Azerbaijan have tested positive for banned substances in initial doping tests and are banned for life from the Paralympics, officials said Wednesday.","Two Powerlifters Test Positive For Banned Substances _ Two powerlifters from Azerbaijan have tested positive for banned substances in initial doping tests and are banned for life from the Paralympics, officials said Wednesday.",226,33
4,Sci/Tech,Anti-Spam Effort Killed Amid Patent Row,NEW YORK - A row over intellectual property claims from Microsoft Corp. has dealt a fatal blow to an ambitious effort by Internet engineers to create a technical standard for curbing junk e-mail.,Anti-Spam Effort Killed Amid Patent Row NEW YORK - A row over intellectual property claims from Microsoft Corp. has dealt a fatal blow to an ambitious effort by Internet engineers to create a technical standard for curbing junk e-mail.,235,39
2,Sports,I #39;m not rushing myself: Tendulkar,"Nagpur: Batting maestro Sachin Tendulkar today said he was not rushing his comeback to cricket and that with more than a decade #39;s experience, he was prepared to face all kinds of challenge the game could throw at him.","I #39;m not rushing myself: Tendulkar Nagpur: Batting maestro Sachin Tendulkar today said he was not rushing his comeback to cricket and that with more than a decade #39;s experience, he was prepared to face all kinds of challenge the game could throw at him.",259,45
1,World,Palestinians take back the night in Ramallah,"With new upscale restaurants, bars, and theater, the West Bank city is undergoing a cultural revival.","Palestinians take back the night in Ramallah With new upscale restaurants, bars, and theater, the West Bank city is undergoing a cultural revival.",146,23
1,World, #39;Deserter #39; surrenders at US base,US Army Sgt. Charles Robert Jenkins -- accused of defecting to North Korea 39 years ago -- is back on active duty Saturday after voluntarily turning himself at a military base in Japan.,#39;Deserter #39; surrenders at US base US Army Sgt. Charles Robert Jenkins -- accused of defecting to North Korea 39 years ago -- is back on active duty Saturday after voluntarily turning himself at a military base in Japan.,225,39
3,Business,"US Air Realigns Sales, Delta Pushes Pilots","Amid talk of a possible liquidation, bankrupt US Airways in recent weeks completed a reorganization that eliminated several corporate sales positions while emphasizing newer ","US Air Realigns Sales, Delta Pushes Pilots Amid talk of a possible liquidation, bankrupt US Airways in recent weeks completed a reorganization that eliminated several corporate sales positions while emphasizing newer",216,31
2,Sports,No. 13 LSU Crushes Mississipi State 51-0 (AP),AP - Alley Broussard ran for a career-high three touchdowns in the first 17 minutes and No. 13 LSU held Mississippi State to seven first downs and 130 yards in a 51-0 victory Saturday.,No. 13 LSU Crushes Mississipi State 51-0 (AP) AP - Alley Broussard ran for a career-high three touchdowns in the first 17 minutes and No. 13 LSU held Mississippi State to seven first downs and 130 yards in a 51-0 victory Saturday.,230,42
1,World,Russia to launch Beslan inquiry,Russian President Vladimir Putin pledges to back a parliamentary commission into the Beslan school siege.,Russia to launch Beslan inquiry Russian President Vladimir Putin pledges to back a parliamentary commission into the Beslan school siege.,137,20
1,World,Putin Says Russia Working on New Nuclear Systems,"Russia is working on new nuclear missile systems that other powers do not have in order to protect itself against future security threats, President Vladimir Putin said Wednesday.","Putin Says Russia Working on New Nuclear Systems Russia is working on new nuclear missile systems that other powers do not have in order to protect itself against future security threats, President Vladimir Putin said Wednesday.",228,36
2,Sports,Agassi knocked out in surprising semifinal,The top-seeded Agassi was eliminated in the semifinals of the Legg Mason Tennis Classic on Saturday in Washington by unseeded Gilles Muller.,Agassi knocked out in surprising semifinal The top-seeded Agassi was eliminated in the semifinals of the Legg Mason Tennis Classic on Saturday in Washington by unseeded Gilles Muller.,183,28
1,World,Iran has said it has frozen uranium enrichment programs,WASHINGTON (CBS.MW) -- President Bush said Monday he wants to verify if Iran has indeed suspended its nuclear fuel program as it has said it has done.,Iran has said it has frozen uranium enrichment programs WASHINGTON (CBS.MW) -- President Bush said Monday he wants to verify if Iran has indeed suspended its nuclear fuel program as it has said it has done.,206,36
3,Business,Citigroup faces regulatory probe,"The UK's Financial Services Authority launches a formal investigation into Citigroup's ""unusual trading activity"".","Citigroup faces regulatory probe The UK's Financial Services Authority launches a formal investigation into Citigroup's ""unusual trading activity"".",147,18
4,Sci/Tech,"If clouds part, blood-red moon will be seen during eclipse tonight",A total lunar eclipse expected to create views of a blood-red moon will be visible tonight throughout most of North America -- weather permitting.,"If clouds part, blood-red moon will be seen during eclipse tonight A total lunar eclipse expected to create views of a blood-red moon will be visible tonight throughout most of North America -- weather permitting.",213,35
2,Sports,"Lee, MacGill help NSW fire out Kiwis for 213",Sydney: New Zealand made a disastrous beginning in their tour opener against New South Wales as they were shot out for a modest 213 at the Sydney cricket ground here today.,"Lee, MacGill help NSW fire out Kiwis for 213 Sydney: New Zealand made a disastrous beginning in their tour opener against New South Wales as they were shot out for a modest 213 at the Sydney cricket ground here today.",217,40
1,World,"Two Russian Planes Crash, Cause Unclear"," MOSCOW (Reuters) - Two Russian passenger planes crashed  almost simultaneously, killing all 89 people on board in what  investigators said on Wednesday might have been a terrorist  attack or simply a mysterious coincidence.","Two Russian Planes Crash, Cause Unclear  MOSCOW (Reuters) - Two Russian passenger planes crashed  almost simultaneously, killing all 89 people on board in what  investigators said on Wednesday might have been a terrorist  attack or simply a mysterious coincidence.",264,39
3,Business,Bonds tumble on rise in inflation estimate,"MUMBAI, OCTOBER 26: Government bonds fell across the board, mainly in the short to medium tenures on a knee-jerk reaction to the raising of the inflation estimate to 6.5 per cent and a 0.25 per cent hike in the repo rate to 4.75 per cent by the Reserve ","Bonds tumble on rise in inflation estimate MUMBAI, OCTOBER 26: Government bonds fell across the board, mainly in the short to medium tenures on a knee-jerk reaction to the raising of the inflation estimate to 6.5 per cent and a 0.25 per cent hike in the repo rate to 4.75 per cent by the Reserve",295,55
3,Business,GDP growth likely healthy,"Despite cautionary words from Bank of Canada Governor David Dodge last week about the impact of the rising dollar, Canadian gross domestic product likely grew at a healthy 3.5 clip in the third quarter due to strong consumer spending.","GDP growth likely healthy Despite cautionary words from Bank of Canada Governor David Dodge last week about the impact of the rising dollar, Canadian gross domestic product likely grew at a healthy 3.5 clip in the third quarter due to strong consumer spending.",260,43
4,Sci/Tech, #39;Human Error #39; Crashed Britain #39;s DWP,"The computer crash that shut down systems at Britain #39;s Department for Work and Pensions only caused delays in dealing with new and amended claims, according to the agency.","#39;Human Error #39; Crashed Britain #39;s DWP The computer crash that shut down systems at Britain #39;s Department for Work and Pensions only caused delays in dealing with new and amended claims, according to the agency.",222,36
2,Sports,CL Preview: Chelsea travel to Moscow; Paris face tough Porto test,"MOSCOW/PARIS, Oct 20 (SW) - On Wednesday, current Group H leaders Chelsea travel to Russia to play CSKA and seek their third successful win, while PSGs Champions League campaign is deeply in the balance as Halilhodzic and his men face Porto at the ","CL Preview: Chelsea travel to Moscow; Paris face tough Porto test MOSCOW/PARIS, Oct 20 (SW) - On Wednesday, current Group H leaders Chelsea travel to Russia to play CSKA and seek their third successful win, while PSGs Champions League campaign is deeply in the balance as Halilhodzic and his men face Porto at the",313,54
2,Sports,SPECTOR: Proposals offer chance to compromise,"The chess game between the NHL and the NHLPA continued Tuesday, with the league rejecting the players #39; offer from last Thursday and tabling a counteroffer, which was in turn rejected by the NHLPA.","SPECTOR: Proposals offer chance to compromise The chess game between the NHL and the NHLPA continued Tuesday, with the league rejecting the players #39; offer from last Thursday and tabling a counteroffer, which was in turn rejected by the NHLPA.",246,40
2,Sports,Diouf suspended for spitting,London - Senegal World Cup striker El Hadji Diouf will miss Bolton #39;s next three games after he admitted a misconduct charge on Tuesday for spitting in an opponent #39;s face.,Diouf suspended for spitting London - Senegal World Cup striker El Hadji Diouf will miss Bolton #39;s next three games after he admitted a misconduct charge on Tuesday for spitting in an opponent #39;s face.,207,35
4,Sci/Tech,Infineon execs get jail time in price-fixing case,"Four senior executives of German chipmaker Infineon agreed to jail time and steep fines for their role in a scheme to fix prices in the memory chip market, the US Department of Justice said Thursday.","Infineon execs get jail time in price-fixing case Four senior executives of German chipmaker Infineon agreed to jail time and steep fines for their role in a scheme to fix prices in the memory chip market, the US Department of Justice said Thursday.",249,43
2,Sports,Angels suspend Guillen for rest of season,CBC SPORTS ONLINE - The Anaheim Angels suspended outfielder Jose Guillen for the rest of the season without pay Sunday following an outburst during a game the previous night.,Angels suspend Guillen for rest of season CBC SPORTS ONLINE - The Anaheim Angels suspended outfielder Jose Guillen for the rest of the season without pay Sunday following an outburst during a game the previous night.,216,36
4,Sci/Tech,Clash Over Internet Sports Photos,Britains big football leagues and daily newspapers are circling each other in a showdown over game photos on Internet sites.,Clash Over Internet Sports Photos Britains big football leagues and daily newspapers are circling each other in a showdown over game photos on Internet sites.,158,25
4,Sci/Tech,Nokia gets a slice of BlackBerry pie,Finnish phone giant is the latest to make its devices compliant with Research In Motion's wireless e-mail service.,Nokia gets a slice of BlackBerry pie Finnish phone giant is the latest to make its devices compliant with Research In Motion's wireless e-mail service.,151,25
3,Business,New steel giant includes Lackawanna site,A major change is coming to the global steel industry and a galvanized mill in Lackawanna that formerly belonged to Bethlehem Steel Corp.,New steel giant includes Lackawanna site A major change is coming to the global steel industry and a galvanized mill in Lackawanna that formerly belonged to Bethlehem Steel Corp.,178,29
3,Business,EU Likely to Clear Oracle Deal-Source," BRUSSELS (Reuters) - Oracle Corp is likely to win clearance  from the European Commission for its hostile \$7.7 billion  takeover of rival software firm PeopleSoft Inc., a source close  to the situation said on Friday.","EU Likely to Clear Oracle Deal-Source  BRUSSELS (Reuters) - Oracle Corp is likely to win clearance  from the European Commission for its hostile  $7.7 billion  takeover of rival software firm PeopleSoft Inc., a source close  to the situation said on Friday.",257,41
2,Sports,NBA Jazz activate Spanish guard Lopez (AFP),"AFP - Utah Jazz point guard Raul Lopez, a Spaniard who has missed the past two months while battling torn right knee ligaments, was activated by the National Basketball Association club.","NBA Jazz activate Spanish guard Lopez (AFP) AFP - Utah Jazz point guard Raul Lopez, a Spaniard who has missed the past two months while battling torn right knee ligaments, was activated by the National Basketball Association club.",230,38
4,Sci/Tech,Robots rejected for Hubble rescue,"Shuttle astronauts would do a better job of upgrading the ailing Hubble Space Telescope than robots, say experts.","Robots rejected for Hubble rescue Shuttle astronauts would do a better job of upgrading the ailing Hubble Space Telescope than robots, say experts.",147,23
2,Sports,Yank Heavy Hitter Sheffield Fan Favorite (AP),"AP - Gary Sheffield emerged from the trainer's room after games, his left shoulder wrapped in bandages that resembled football pads. Most days, one or two fingers were taped, too.","Yank Heavy Hitter Sheffield Fan Favorite (AP) AP - Gary Sheffield emerged from the trainer's room after games, his left shoulder wrapped in bandages that resembled football pads. Most days, one or two fingers were taped, too.",225,37
3,Business,Regional Bank Forecasts Stronger Growth for Developing Asian &lt;b&gt;...&lt;/b&gt;,"A new report says developing Asian economies are expected to enjoy stronger growth despite high oil prices. However, the report warns, a slowdown in China could hurt its neighbors.","Regional Bank Forecasts Stronger Growth for Developing Asian &lt;b&gt;...&lt;/b&gt; A new report says developing Asian economies are expected to enjoy stronger growth despite high oil prices. However, the report warns, a slowdown in China could hurt its neighbors.",264,38
1,World,Staph Strain Infects More Healthy People,"TRENTON, N.J. - Flesh-eating bacteria cases, fatal pneumonia and life-threatening heart infections suddenly are popping up around the country, striking healthy people and stunning their doctors...","Staph Strain Infects More Healthy People TRENTON, N.J. - Flesh-eating bacteria cases, fatal pneumonia and life-threatening heart infections suddenly are popping up around the country, striking healthy people and stunning their doctors...",237,32
3,Business,Equitable takes 75m hit as it makes progress on compensation,TROUBLED UK life assurer Equitable Life yesterday said it had taken a 75 million hit as it moved in line with the rest of the sector and set aside more reserves to address the fact that people are living longer.,Equitable takes 75m hit as it makes progress on compensation TROUBLED UK life assurer Equitable Life yesterday said it had taken a 75 million hit as it moved in line with the rest of the sector and set aside more reserves to address the fact that people are living longer.,272,50
4,Sci/Tech,WWF Calls for Ban in Trade of Great White Sharks (Reuters),"Reuters - A leading environmental group called\Friday for protection for the great white shark and humphead\wrasse coral fish, whose numbers have plunged because of\overfishing and China's growing appetite for exotic foods.","WWF Calls for Ban in Trade of Great White Sharks (Reuters) Reuters - A leading environmental group called Friday for protection for the great white shark and humphead wrasse coral fish, whose numbers have plunged because of overfishing and China's growing appetite for exotic foods.",282,45
3,Business,GlaxoSmithKline settlement with NY includes drug study info &lt;b&gt;...&lt;/b&gt;,A lawsuit filed by New York State Attorney General Eliot Spitzer against GlaxoSmithKline over charges that the pharmaceutical company withheld information about the safety and effectiveness of Paxil has been settled.,GlaxoSmithKline settlement with NY includes drug study info &lt;b&gt;...&lt;/b&gt; A lawsuit filed by New York State Attorney General Eliot Spitzer against GlaxoSmithKline over charges that the pharmaceutical company withheld information about the safety and effectiveness of Paxil has been settled.,299,40
4,Sci/Tech,"""National Treasure"": Freemasons, Fact, and Fiction","&lt;I&gt;National Treasure,&lt;/I&gt; the new Nicolas Cage movie, plays to the public's fascination with conspiracy theories and secret societies like the Freemasons. So how true is it?","""National Treasure"": Freemasons, Fact, and Fiction &lt;I&gt;National Treasure,&lt;/I&gt; the new Nicolas Cage movie, plays to the public's fascination with conspiracy theories and secret societies like the Freemasons. So how true is it?",236,32
3,Business,Lazard asks pay cut before IPO-report,"The head of Lazard LLC is asking partners to take a one-third pay cut as the investment bank readies for an initial public offering, according to a report published Friday.","Lazard asks pay cut before IPO-report The head of Lazard LLC is asking partners to take a one-third pay cut as the investment bank readies for an initial public offering, according to a report published Friday.",210,36
3,Business,Which Is Worse: A Broken Hip or the Bill?,"America is ""very concerned"" about healthcare in retirement. That's okay with us.","Which Is Worse: A Broken Hip or the Bill? America is ""very concerned"" about healthcare in retirement. That's okay with us.",122,21
3,Business,Sprint-Nextel: First Marital Tiff,The proposed merger of Sprint and Nextel Communications could face a rocky start as the companies work to run and eventually merge two wireless technologies without breaking the bank or losing customers.,Sprint-Nextel: First Marital Tiff The proposed merger of Sprint and Nextel Communications could face a rocky start as the companies work to run and eventually merge two wireless technologies without breaking the bank or losing customers.,237,36
3,Business,Hardie executives face charges,JAMES Hardie executives face criminal charges over the company #39;s 2001 move to the Netherlands after a government commission found the building company underprovided a fund for asbestos victims by up to \$2 billion.,Hardie executives face charges JAMES Hardie executives face criminal charges over the company #39;s 2001 move to the Netherlands after a government commission found the building company underprovided a fund for asbestos victims by up to  $2 billion.,249,38
3,Business,Marsh to avoid criminal charges,Giant insurance broker Marsh and McLennan is now expected to escape criminal charges over illegal payments. It has been the subject of legal action over the payments by New Yrok attorney general Eliot Spitzer.,Marsh to avoid criminal charges Giant insurance broker Marsh and McLennan is now expected to escape criminal charges over illegal payments. It has been the subject of legal action over the payments by New Yrok attorney general Eliot Spitzer.,241,39
4,Sci/Tech,Tougher File-Trading Bill Moves Forward,Controversial plan could force file swappers to face criminal charges.,Tougher File-Trading Bill Moves Forward Controversial plan could force file swappers to face criminal charges.,110,15
1,World,Kabul kidnappers demand foreign troop pullout,ISN SECURITY WATCH (01/11/04) - The breakaway Taliban group Jaish-e-Muslimeen (Army of Muslims) has threatened to execute three foreign hostages unless all international troops leave Afghanistan and all Muslim prisoners are freed from US jails.,Kabul kidnappers demand foreign troop pullout ISN SECURITY WATCH (01/11/04) - The breakaway Taliban group Jaish-e-Muslimeen (Army of Muslims) has threatened to execute three foreign hostages unless all international troops leave Afghanistan and all Muslim prisoners are freed from US jails.,290,41
4,Sci/Tech,Google introduces wireless service,"Google today launched a beta test version of Google SMS, this new service will allow US wireless users to query Google for almost any type of information.","Google introduces wireless service Google today launched a beta test version of Google SMS, this new service will allow US wireless users to query Google for almost any type of information.",189,31
4,Sci/Tech,AMD Releases New Mobile Sempron,"Advanced Micro Devices #39; new Mobile Sempron processor gives the company a fresh chip for the holiday season, but it probably won #39;t help it overcome the solid advantage that rival Intel holds in the notebook market.","AMD Releases New Mobile Sempron Advanced Micro Devices #39; new Mobile Sempron processor gives the company a fresh chip for the holiday season, but it probably won #39;t help it overcome the solid advantage that rival Intel holds in the notebook market.",253,42
1,World,Karzai win chance to cleanse government,"overthrew the Taliban militia in late 2001 for refusing to handover al Qaeda leader Osama bin Laden. coalitions with main rivals, characterised as regional strongmen who rely on ethnic loyalties and private militias.","Karzai win chance to cleanse government overthrew the Taliban militia in late 2001 for refusing to handover al Qaeda leader Osama bin Laden. coalitions with main rivals, characterised as regional strongmen who rely on ethnic loyalties and private militias.",256,39
